model_id,datetime,reference_datetime,site_id,family,parameter,variable,prediction
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,17.57963375431401
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,17.784780549715553
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,18.305759280030347
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,17.85481610041866
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,17.324788417080377
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,17.36672292434134
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,17.389139180539914
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.941749951013417
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.398644743763793
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.279430136724397
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.853540666880598
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.853693941922316
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.20716609460567
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.050040292966457
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.03103314983374
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,15.98270001169547
GLEON_lm_lag_1day,2022-11-13,2022-11-05,BARC,ensemble,temperature,temperature,16.473793132398765
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.602768428327785
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.04549856397306
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.38356737337972
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.53642007500666
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.489966145159112
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.227959643808752
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.700271869319828
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.68718226403973
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.80622586483711
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.300608633017617
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.137430719946487
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.877021023931253
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.17176220587574
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.59657199784334
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,15.715438813474025
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.31956329177326
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.383888853607687
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.61694568266648
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.508290892896003
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.713182427635218
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.977152342375476
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.6902407523908
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.845302492341588
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.479521074447337
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.06863203624805
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,17.206442956810594
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.535742165547486
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.037091442693754
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.453898271759314
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.543270802106058
GLEON_lm_lag_1day,2022-11-14,2022-11-05,BARC,ensemble,temperature,temperature,16.848633458095613
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,16.825177577372525
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.592065428986178
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.913841981922342
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,18.29310437667652
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,18.063227356775613
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.86955821899684
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.59590934805568
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.697488705304526
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.291571752138914
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.29535059448972
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,18.02482762905246
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.674686709841126
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.61638665271601
GLEON_lm_lag_1day,2022-11-15,2022-11-05,BARC,ensemble,temperature,temperature,17.81833826732738
